8.323554563490557712e+01,2.631647981346804954e+02,1.824260143742601485e+02,8.345694087709213704e+01,2.789112803621271723e+02,2.104349123488506734e+02,1.153738097024236993e+02,2.102314781278784608e+02,1.258265831509441455e+02,7.555503122553741946e+01,4.158450006851725220e+02,3.377867405596107346e+02,7.997841961482507145e+01,2.687430463155378675e+02,1.984175045702329498e+02,1.171104143373068496e+02,2.400545589149356829e+02,1.565754359623861092e+02,7.034764932397476400e+01,3.455064947651321745e+02,2.308589620309654720e+02,7.641035082967408698e+01,3.383596131037242571e+02,2.262820214403836587e+02,8.538042303172733227e+01,1.580233137485311374e+02,8.487598707403057574e+01
9.801557539264807417e+01,4.098443787106826903e+02,3.120158322455682764e+02,1.077192178362572861e+02,4.198855116959064731e+02,3.152499488304093802e+02,1.367026041666666742e+02,3.324197916666666401e+02,2.346643229166666629e+02,1.015215001973943885e+02,4.366614686142913797e+02,3.318306040268456627e+02,9.655758082497214900e+01,3.664619193608325531e+02,2.677295057599405936e+02,1.237069444444444457e+02,4.564430555555554747e+02,3.608444444444444343e+02,1.016219696969697281e+02,4.543657196969696770e+02,3.276066287878787762e+02,1.030658808933002604e+02,5.285121588089330089e+02,4.408704714640198290e+02,5.015416666666666146e+01,1.720708333333333258e+02,1.147666666666666515e+02
6.445294117647057419e+01,3.900588235294117680e+02,3.195117647058823422e+02,6.623333333333333428e+01,6.004333333333333940e+02,5.296333333333333258e+02,7.809999999999999432e+01,2.968999999999999773e+02,2.500000000000000000e+02,6.850000000000000000e+01,5.364071428571429578e+02,4.683357142857143458e+02,6.434117647058823763e+01,3.946470588235293917e+02,3.296352941176471063e+02,4.689999999999999858e+01,2.344000000000000057e+02,1.875000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e+01,6.406000000000000227e+02,5.781000000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.433995283018868463e+02,3.478825471698114598e+02,2.270216981132074920e+02,1.053258865248227352e+02,3.135414893617018492e+02,1.645046099290781569e+02,9.402068965517246113e+01,3.386396551724137680e+02,1.834258620689655572e+02,1.636999999999999886e+02,3.107994535519125634e+02,2.209136612021856649e+02,1.062087500000000091e+02,3.221708333333335190e+02,2.145920833333333064e+02,1.027632653061224346e+02,3.770551020408162799e+02,2.783591836734693743e+02,1.594225806451613323e+02,3.130903225806451360e+02,2.376209677419354875e+02,1.037806451612903231e+02,3.551000000000000227e+02,2.694064516129032540e+02,6.988749999999998863e+01,2.479249999999999829e+02,1.619875000000000114e+02
8.877364072178278320e+01,3.191941109071145775e+02,2.563980249558019295e+02,9.864312130296339376e+01,3.498022193674573828e+02,2.930837417593189684e+02,9.926555795148259165e+01,3.686024982672308852e+02,3.178936226415092960e+02,9.412650884062692569e+01,3.045495149221217162e+02,3.154948398830646283e+02,8.890780594080445098e+01,3.374836973271693523e+02,3.029691003772785507e+02,9.266030431432977821e+01,4.317890986132506441e+02,4.018235554699533623e+02,9.332438787571774697e+01,2.475824094640577471e+02,2.275473508170313153e+02,8.592303962460904643e+01,3.292507588397002678e+02,3.554488444402309142e+02,3.298888888888889426e+01,9.873888888888888005e+01,5.490555555555555145e+01
8.194776119402986581e+01,3.605462686567162223e+02,3.376597014925372946e+02,8.887500000000000000e+01,4.609500000000000455e+02,3.652250000000000227e+02,9.292777777777763504e+01,4.245298941798937449e+02,3.337362433862435864e+02,7.809999999999999432e+01,2.402000000000000171e+02,4.042999999999999545e+02,8.388636363636364024e+01,3.551409090909090764e+02,2.951272727272727252e+02,9.031999999999999318e+01,4.102252380952381259e+02,3.232595238095238983e+02,8.200000000000000000e+01,4.609499999999999886e+02,3.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.305000000000000000e+02,2.636999999999999886e+02,4.879999999999999716e+01
1.558366805293005655e+02,5.048124045368618908e+02,3.466799810964082553e+02,1.327989922480620351e+02,6.365683333333333849e+02,4.994915116279070162e+02,2.067915624999999977e+02,5.971721875000000637e+02,4.502106250000000500e+02,1.473030193236715206e+02,6.028507246376809690e+02,4.649382246376810599e+02,1.363179465301479638e+02,5.237080773606369348e+02,3.736610921501704752e+02,2.094930327868852373e+02,5.294389344262294799e+02,3.825251366120219245e+02,1.560746710526315724e+02,5.514944736842105613e+02,3.489343421052631697e+02,7.307283950617284063e+01,2.835358024691358878e+02,1.906740740740740705e+02,1.337750000000000057e+02,1.640500000000000114e+02,9.277500000000000568e+01
2.088388065389476651e+02,4.367243384437058467e+02,2.856140957341234525e+02,1.766998394660890881e+02,2.570288780663784109e+02,2.389323845598851506e+02,1.839380604449129635e+02,2.417885934764612728e+02,2.033060062554471870e+02,1.875121494959046231e+02,2.711029908182562735e+02,2.058551996129268105e+02,1.664488956506446300e+02,3.757191661803474290e+02,2.324281423689423036e+02,1.699024886171280855e+02,3.135611586088906506e+02,1.429239922877082734e+02,1.516173431167870831e+02,2.901792664456175999e+02,3.150343099390066754e+02,1.576986546448391096e+02,3.444862023689793205e+02,2.631801958784963631e+02,1.424438077721184754e+02,2.734865025466894508e+02,1.370029852857951482e+02
1.465146775638155532e+02,5.281555502686965156e+02,3.694110389610386846e+02,1.850195681818181015e+02,5.822187727272726079e+02,4.421257499999999254e+02,8.452272727272726627e+01,3.118863636363636260e+02,2.452999999999999829e+02,1.548062912912912452e+02,4.947172447447447894e+02,3.272774774774775892e+02,1.638840909090909292e+02,5.074879545454546701e+02,3.170877272727273066e+02,1.701388888888888857e+02,6.942277777777778738e+02,5.848722222222222626e+02,6.446666666666666856e+01,2.936333333333333258e+02,2.024833333333333485e+02,1.010625000000000000e+02,2.446374999999999886e+02,2.143500000000000227e+02,3.534545454545454390e+01,1.701045454545454731e+02,8.398636363636363455e+01
1.749983507604821682e+02,3.935500579106985128e+02,2.229981509152922001e+02,1.347504716484679932e+02,3.891469018210312356e+02,2.178344546712336580e+02,1.551706356133269935e+02,3.701496418021991417e+02,2.085915098132061303e+02,1.674359798805675439e+02,3.766251392224918959e+02,2.437398998305004909e+02,1.309336688209719739e+02,4.103194957546276669e+02,2.862552179623537540e+02,1.655111424737494588e+02,4.110319194688934772e+02,2.759668548334619231e+02,1.687922181708565859e+02,3.962897751884939339e+02,2.399774254639761466e+02,1.315583448492875789e+02,4.629462284002079286e+02,3.111031380391032712e+02,1.322804036062272246e+02,2.911852814193414929e+02,1.661439259294395185e+02
