L,0.09474587440490723,LL,1586345906.297549,1586345906.297549
L,0.05385327339172363,LL,0.2862377166748047,0.19149184226989746
L,0.15857219696044922,LL,0.0,-0.05385327339172363
S,0.15159392356872559,LS,0.25631260871887207,0.09774041175842285
L,0.20345640182495117,SL,0.8467352390289307,0.6951413154602051
R,0.12366938591003418,LR,0.6931471824645996,0.48969078063964844
R,0.12666106224060059,RR,0.23237848281860352,0.10870909690856934
L,0.10073018074035645,RL,0.25830984115600586,0.13164877891540527
R,0.11968159675598145,LR,0.23337578773498535,0.1326456069946289
S,0.11469340324401855,RS,0.4029226303100586,0.28324103355407715
L,0.06283187866210938,SL,0.38197898864746094,0.2672855854034424
L,0.08377599716186523,LL,0.309173583984375,0.24634170532226562
R,0.14760589599609375,LR,0.21941328048706055,0.1356372833251953
L,0.09973430633544922,RL,0.27725934982299805,0.1296534538269043
R,0.14561080932617188,LR,0.2124314308166504,0.11269712448120117
S,0.11967825889587402,RS,0.27426910400390625,0.12865829467773438
L,0.09175682067871094,SL,0.26927804946899414,0.14959979057312012
R,0.15957331657409668,LR,0.13962650299072266,0.04786968231201172
L,0.09275197982788086,RL,0.2832448482513428,0.1236715316772461
S,0.13164877891540527,LS,0.23337411880493164,0.14062213897705078
R,0.13364219665527344,SR,0.27127647399902344,0.13962769508361816
R,0.09773778915405273,RR,0.2403564453125,0.10671424865722656
R,0.10473299026489258,RR,0.19846892356872559,0.10073113441467285
R,0.12466812133789062,RR,0.2732689380645752,0.16853594779968262
L,0.15558242797851562,RL,0.15558695793151855,0.03091883659362793
S,0.13364219665527344,LS,0.24933171272277832,0.0937492847442627
R,0.13663578033447266,SR,0.26329517364501953,0.1296529769897461
L,0.13065052032470703,RL,0.2672855854034424,0.13064980506896973
L,0.14860296249389648,LL,0.2154242992401123,0.08477377891540527
L,0.10870814323425293,LL,0.2064504623413086,0.05784749984741211
S,0.09474658966064453,LS,0.1605696678161621,0.05186152458190918
L,0.10371947288513184,SL,0.13962817192077637,0.044881582260131836
L,0.04488062858581543,LL,0.24833321571350098,0.14461374282836914
L,0.13364267349243164,LL,0.0,-0.04488062858581543
S,0.1336374282836914,LS,0.1785285472869873,0.044885873794555664
R,0.13164710998535156,SR,0.207442045211792,0.07380461692810059
L,0.09275150299072266,RL,0.16555571556091309,0.03390860557556152
L,0.13065052032470703,LL,0.2613027095794678,0.16855120658874512
R,0.05984067916870117,LR,0.4358336925506592,0.30518317222595215
S,0.12367105484008789,RS,0.2982017993927002,0.23836112022399902
L,0.06582379341125488,SL,0.23636937141418457,0.11269831657409668
L,0.08377647399902344,LL,0.9584376811981201,0.8926138877868652
R,0.17154335975646973,LR,0.16256451606750488,0.07878804206848145
L,0.08776473999023438,RL,0.4198794364929199,0.2483360767364502
S,0.09375238418579102,LS,0.2732672691345215,0.1855025291442871
,0.19547772407531738,L,1586346200.5300286,1586346200.5300286
,0.19547772407531738,L,1586346200.5310252,1586346200.5310252
,0.19647598266601562,L,1586346200.5290303,1586346200.5290303
,0.19547772407531738,L,1586346200.5300286,1586346200.5300286

,0.19448113441467285,L,1586346200.5310252,1586346200.5310252
S,0.3450767993927002,SS,0.0,-0.19448018074035645
,0.3450772762298584,,0.0,-0.19547772407531738
,0.34607481956481934,,0.0,-0.19547772407531738
,0.3450782299041748,,0.0,-0.19547772407531738
,0.34607553482055664,,0.0,-0.19647598266601562
,0.3450782299041748,,0.0,-0.19448113441467285
