L,0.07180309295654297,LL,1524749866.5769813,1524749866.5769813
L,0.007946014404296875,LL,0.2128746509552002,0.14107155799865723
L,0.046936988830566406,LL,0.0,-0.007946014404296875
L,0.12364745140075684,LL,0.0,-0.046936988830566406
L,0.1301109790802002,LL,0.0,-0.12364745140075684
L,0.019404172897338867,LL,0.7824087142944336,0.6522977352142334
R,0.02786421775817871,LR,0.12698078155517578,0.10757660865783691
R,0.09713864326477051,RR,0.0,-0.02786421775817871
L,0.0029909610748291016,RL,0.1255497932434082,0.028411149978637695
R,0.030133962631225586,LR,0.08432221412658691,0.08133125305175781
R,0.12829899787902832,RR,0.0,-0.030133962631225586
R,0.15619206428527832,RR,0.17951726913452148,0.051218271255493164
L,0.060289621353149414,RL,0.2579495906829834,0.10175752639770508
R,0.007582187652587891,LR,0.09847402572631836,0.038184404373168945
R,0.012546062469482422,RR,0.03276395797729492,0.02518177032470703
R,0.029771089553833008,RR,0.0,-0.012546062469482422
L,0.012584686279296875,RL,0.050954341888427734,0.021183252334594727
L,0.04278254508972168,LL,0.0,-0.012584686279296875
L,0.02911210060119629,LL,0.07319045066833496,0.03040790557861328
S,0.0037336349487304688,LS,0.07567477226257324,0.04656267166137695
L,0.008224248886108398,SL,0.023006439208984375,0.019272804260253906
L,0.024353504180908203,LL,0.0,-0.008224248886108398
L,0.04775881767272949,LL,0.0,-0.024353504180908203
L,0.004063844680786133,LL,0.1114957332611084,0.0637369155883789
L,0.026946544647216797,LL,0.0,-0.004063844680786133
L,0.003261566162109375,LL,0.08140110969543457,0.05445456504821777
L,0.020097017288208008,LL,0.0,-0.003261566162109375
R,0.01917862892150879,LR,0.036426544189453125,0.016329526901245117
R,0.008020162582397461,RR,0.10192704200744629,0.0827484130859375
R,0.01374197006225586,RR,0.016756057739257812,0.008735895156860352
R,0.0249021053314209,RR,0.0,-0.01374197006225586
L,0.020241260528564453,RL,0.03386569023132324,0.008963584899902344
L,0.03173685073852539,LL,0.0,-0.020241260528564453
R,0.006673336029052734,LR,0.04483604431152344,0.013099193572998047
R,0.012545347213745117,RR,0.0,-0.006673336029052734
L,0.00670623779296875,RL,0.022472381591796875,0.009927034378051758
L,0.040221452713012695,LL,0.009747982025146484,0.0030417442321777344
R,0.008668184280395508,LR,0.07137632369995117,0.031154870986938477
L,0.005417346954345703,RL,0.02075934410095215,0.01209115982055664
L,0.030047893524169922,LL,0.0,-0.005417346954345703
L,0.006206035614013672,LL,0.06817913055419922,0.0381312370300293
L,0.012275218963623047,LL,0.0,-0.006206035614013672
L,0.018710851669311523,LL,0.0,-0.012275218963623047
L,0.028712987899780273,LL,0.0,-0.018710851669311523
R,0.006247520446777344,LR,0.09354972839355469,0.06483674049377441
R,0.011424779891967773,RR,0.0,-0.006247520446777344
R,0.027324438095092773,RR,0.0,-0.011424779891967773
